state,rank,payer,payer_slug,as_reported,parent_org,payer_kind,lobs,approx_share_pct,share_basis,notes
VT,1,Blue Cross and Blue Shield of Vermont,blue-cross-and-blue-shield-of-vermont,,Blue Cross Blue Shield of Michigan (affiliation completed 2023),commercial,commercial|medicare_advantage,,"Dominant carrier: 45,182 QHP members (individual + small group) in 2024 per VT DFR/Vermont Business Magazine, plus the majority of large-group/ASO; VT ranked among the 10 least competitive commercial markets (AMA, 2024 data). Total-lives % not published","State Blue licensee, one of only two carriers on Vermont Health Connect (EPO). MA affiliate Vermont Blue Advantage (~26k) did NOT renew individual MA for 2026 - MA book winding down."
VT,2,MVP Health Care (VT),mvp-health-care,,"MVP Health Care (Schenectady, NY nonprofit)",commercial,commercial,,"Second of the two Vermont Health Connect carriers: ~25.6k QHP members Feb 2024 (15,027 small group + 10,616 individual) per VT DFR/Vermont Business Magazine",Only other VT marketplace carrier (HMO statewide) + group business. Its VT Medicare Advantage plans (incl. the UVM Health Advantage co-branded product) exited after 2024.
VT,3,Cigna Healthcare,cigna-healthcare,Cigna Healthcare (VT),The Cigna Group,commercial,commercial,,unverified: model knowledge (files annual reports with VT DFR; meaningful self-funded ASO book for larger VT employers; NOT in the individual market per forhealthinsurance.com 2026),ASO/self-funded only.
VT,4,UnitedHealthcare,unitedhealthcare,UnitedHealthcare (VT),UnitedHealth Group,medicare_advantage,medicare_advantage|commercial,,"Covered ~70% of VT MA enrollees as of 2021 (VTDigger, Oct 2024); ~7,800 individual MA members losing coverage as UHC exits individual MA for 2026 (VTDigger, Oct 2025)",Historically the VT MA leader; exiting individual MA in 2026 (group MA and some national-account commercial remain). Verify current products before network work.
VT,5,Humana,humana,Humana (VT),Humana Inc.,medicare_advantage,medicare_advantage,,"The only individual MA carrier remaining in VT for 2026, in 6 counties (Bennington, Caledonia, Essex, Orange, Windham, Windsor) per VTDigger, Oct 2025",Small book; only remaining individual MA option in parts of VT for 2026.
VT,6,Aetna (CVS Health),aetna,Aetna (VT),CVS Health,commercial,commercial,,unverified: model knowledge (small ASO/national-account presence only; no VT marketplace or individual MA products),Marginal VT footprint; include only for national-account self-funded members.
WA,1,Premera Blue Cross,premera-blue-cross,,Premera (independent BCBS licensee),commercial,commercial|medicare_advantage,,Mark Farrah Associates / WA OIC market reports identify Premera as the largest WA commercial insurer; WA is among the least concentrated states (top carrier ~21% per AMA-cited reporting). No all-lines statewide figure published.,"Largest commercial carrier (fully-insured + large ASO book incl. Microsoft, Amazon accounts); also sells MA. LifeWise is its individual-market affiliate."
WA,2,Regence BlueShield (Cambia),regence-blueshield,,Cambia Health Solutions,commercial,commercial|medicare_advantage,,Mark Farrah Associates / WA OIC market reports place Cambia/Regence among the top three WA commercial insurers (2021-2024 briefs); no all-lines statewide figure published.,BCBS licensee for most of western WA (Asuris operates in eastern WA counties); administers the state-employee Uniform Medical Plan (PEBB/SEBB) as TPA; MA under Regence BlueAdvantage.
WA,3,Molina Healthcare of Washington,molina-healthcare-of-washington,,Molina Healthcare,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,WA HCA Apple Health enrollment reports (2024-2025) show Molina as the largest Apple Health MCO; plan-level counts are published monthly by HCA (roughly 800k-1M Medicaid lives pre/post unwinding). Exact 2025 figure not captured in search results.,Largest Medicaid plan in the state by a wide margin; also sells marketplace and D-SNP/MA products. May rank #2 overall by covered lives depending on Premera/Regence ASO counts - ordering vs Regence is low-confidence.
WA,4,Kaiser Permanente Washington,kaiser-permanente-washington,Kaiser Foundation Health Plan of Washington,Kaiser Permanente,commercial,commercial|medicare_advantage,,"unverified: model knowledge (~650-700k members in WA per Kaiser reporting; former Group Health Cooperative, acquired 2017)",Integrated HMO centered on Puget Sound + Spokane; large MA book. Separate legal entity from Kaiser Foundation Health Plan of the Northwest (which covers Clark/Cowlitz counties in SW WA from Portland) - credential with the right entity by county.
WA,5,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge (national carrier with WA ASO/fully-insured, a top-2 WA MA book, and an Apple Health contract)",Apple Health MCO (statewide per HCA); substantial MA and self-funded commercial presence.
WA,6,Coordinated Care of Washington (Centene),coordinated-care-of-washington,,Centene Corporation,medicaid_mco,managed_medicaid|commercial,,WA HCA managed care reports (2024-2025) list Coordinated Care among the five Apple Health MCOs; it is the #2 Apple Health plan by enrollment per HCA monthly reports (exact figure not captured).,Centene's WA subsidiary; holds the statewide Apple Health foster-care contract; Ambetter is a leading WA marketplace brand.
WA,7,Community Health Plan of Washington,community-health-plan-of-washington,,Washington Association for Community Health (community health centers),medicaid_mco,managed_medicaid|medicare_advantage,,WA HCA managed care reports (2024-2025) list CHPW among the five Apple Health MCOs (the only local non-profit); roughly 250-290k members per CHPW materials - unverified exact figure.,FQHC-sponsored non-profit; Apple Health plus D-SNP MA. Network anchored on community health centers.
WA,8,Aetna (CVS Health),aetna,,CVS Health,commercial,commercial|medicare_advantage,,unverified: model knowledge (national ASO/fully-insured presence in WA employer market plus MA; no WA-specific figure found),Commercial/ASO and MA only in WA - Aetna does NOT hold an Apple Health contract.
WA,9,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge (self-funded ASO administrator for large WA employers; no WA-specific figure found),Predominantly ASO lives; MA sold to HCSC (2025).
WA,10,Wellpoint Washington (Elevance),wellpoint-washington,,Elevance Health,medicaid_mco,managed_medicaid|medicare_advantage,,WA HCA managed care reports (2024-2025): Wellpoint Washington (formerly Amerigroup Washington) is the fifth and smallest statewide Apple Health MCO; exact enrollment not captured.,Rebranded from Amerigroup to Wellpoint in 2024 - both names appear in provider systems. Humana (MA-only in WA) is the closest contender for this #10 slot; low confidence between them.
WI,1,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,"Mark Farrah Associates WI brief: UnitedHealthcare + Anthem combined cover ~44% of WI health insurance enrollment (2021-2024 analyses), concentrated in metro Milwaukee; UHC is the larger of the two. No standalone UHC percentage published.","Largest all-lines carrier: big commercial/ASO book, the top-rated and one of the largest BadgerCare HMOs, and a leading WI MA carrier."
WI,2,Anthem Blue Cross and Blue Shield of Wisconsin (Elevance),anthem-blue-cross-and-blue-shield-of-wisconsin,Anthem Blue Cross and Blue Shield Wisconsin (Elevance),Elevance Health,commercial,commercial|medicare_advantage|managed_medicaid,,Mark Farrah Associates WI brief: UHC + Anthem combined ~44% of state enrollment (2021-2024 analyses).,The state's BCBS licensee; commercial + BadgerCare Plus HMO (via Compcare) + MA.
WI,3,Dean Health Plan by Medica,dean-health-plan-by-medica,,Medica (Dean merged into Medica 2021; SSM Health remains the provider partner),commercial,commercial|medicare_advantage|managed_medicaid,10,"Mark Farrah Associates WI brief: Medica group (incl. Dean) covers ~10% of people insured in Wisconsin (statewide enrollment share, 2021-2024 analysis).","Madison-based provider-sponsored plan (SSM Health/Dean clinics); commercial, BadgerCare HMO, and MA (Dean Advantage)."
WI,4,Quartz Health,quartz-health,,"Quartz Health Solutions (UW Health, Gundersen/Emplify, Advocate Aurora ownership)",commercial,commercial|medicare_advantage|managed_medicaid,7,Mark Farrah Associates WI brief: Quartz covers ~7% of those covered statewide (2021-2024 analysis; strongest in 38 south-central/southwestern counties).,"UW Health-anchored provider-sponsored plan; commercial, BadgerCare HMO, MA."
WI,5,Security Health Plan (Marshfield Clinic),security-health-plan,,Marshfield Clinic Health System (Sanford Health merger completed 2025),commercial,commercial|medicare_advantage|managed_medicaid,,WI DHS materials confirm Security Health Plan serves 49 counties in central/northcentral/western WI as a BadgerCare HMO; total membership ~200k+ per plan materials (unverified exact figure).,"Dominant plan in rural central/northern WI; commercial, BadgerCare, MA (Advocare)."
WI,6,Molina Healthcare of Wisconsin (incl. My Choice Wisconsin),molina-healthcare-of-wisconsin,,Molina Healthcare,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,"WI DHS BadgerCare HMO list (2024-2026) confirms Molina as a contracted HMO; Molina acquired My Choice Wisconsin (Family Care/SSI LTSS, ~44k members) in 2023 - combined WI Medicaid book is one of the state's largest (unverified exact figure).",BadgerCare + SSI + Family Care LTSS + marketplace; scored lowest (2.4/5) on the 2024 DHS HMO report card.
WI,7,Humana,humana,Humana (incl. iCare),Humana Inc.,medicare_advantage,medicare_advantage|managed_medicaid,,"unverified: model knowledge (Humana is a top-2 WI MA carrier per KFF MA enrollment patterns; iCare - Independent Care Health Plan, Milwaukee - is its Medicaid SSI/BadgerCare/D-SNP subsidiary, acquired 2020)",MA-led book plus iCare's Milwaukee-centered Medicaid SSI/D-SNP business.
WI,8,Network Health,network-health,,Froedtert Health + Ascension Wisconsin (joint ownership),commercial,commercial|medicare_advantage,,unverified: model knowledge (~170k members across commercial and a leading NE-WI MA book; Menasha/Milwaukee service areas),Provider-sponsored; strong MA position in the Fox Valley and Milwaukee.
WI,9,MHS Health Wisconsin (Centene),mhs-health-wisconsin,,Centene Corporation,medicaid_mco,managed_medicaid|commercial,,WI DHS BadgerCare HMO list (2024-2026) confirms MHS Health Wisconsin as a contracted HMO - one of the larger BadgerCare books (unverified exact figure).,Centene's WI Medicaid subsidiary; Ambetter marketplace affiliate.
WI,10,Chorus Community Health Plans (Children's Wisconsin),chorus-community-health-plans,,Children's Wisconsin,medicaid_mco,managed_medicaid|commercial,,WI DHS / plan materials (2024-2026): BadgerCare HMO available in 68 of 72 counties; ~140k+ members (unverified exact figure).,"Pediatric-system-sponsored BadgerCare HMO with broad county coverage + small individual/marketplace book. WI is highly fragmented: GHC of South Central WI, GHC of Eau Claire, MercyCare, Aspirus Health Plan, WPS, WEA Trust (exited 2022), and Common Ground (exited) all sit just outside this top 10 - low confidence on slots 8-10."
WV,1,Highmark Blue Cross Blue Shield West Virginia,highmark-blue-cross-blue-shield-west-virginia,,Highmark Health,commercial,commercial|medicare_advantage|managed_medicaid,,"Highmark/eHealth materials (2024): largest commercial insurer in WV, ~250,000 members through its own book plus BlueCard host volume; no statewide percentage published in sources found.",Dominant commercial carrier; MA under Freedom Blue. Its Medicaid affiliate Highmark Health Options WV (listed separately below) launched Aug 2024. Credentialing for commercial/MA vs Medicaid runs through different Highmark entities.
WV,2,The Health Plan (WV),the-health-plan,,"The Health Plan of West Virginia Inc. (independent, provider-affiliated non-profit)",commercial,commercial|medicare_advantage|managed_medicaid,,"BMS Mountain Health Trust materials (2025) confirm THP as one of four Medicaid MCOs; overall #2 ranking is model knowledge (THP reports ~200k+ total members across Medicaid, commercial, MA, self-funded TPA) - unverified.","Wheeling-based; the state's homegrown full-line plan - Mountain Health Trust MCO, commercial/ASO (incl. many WV municipal and hospital-system accounts), and MA."
WV,3,Aetna (CVS Health),aetna,Aetna (CVS Health) / Aetna Better Health of West Virginia,CVS Health,medicaid_mco,managed_medicaid|commercial|medicare_advantage,,BMS Mountain Health Trust materials (2025) confirm Aetna Better Health of WV as a Medicaid MCO; it has historically been the largest MHT MCO by enrollment (model knowledge - exact 2025 plan-level split not captured).,Longest-tenured and historically largest WV Medicaid MCO (legacy Coventry); plus commercial and MA books.
WV,4,UnitedHealthcare,unitedhealthcare,UnitedHealthcare / UMR,UnitedHealth Group,commercial,commercial|medicare_advantage,,"unverified: model knowledge (UMR administers the self-funded WV PEIA public-employee plans, ~200k covered lives, plus UHC MA and commercial; no published all-lines figure found)","Counting UMR's PEIA ASO lives, UHG plausibly ranks #2-#4 in WV covered lives; flagged low-confidence ordering vs THP/Aetna. No WV Medicaid contract."
